investor_id,avg_gap_days,max_gap_days,is_at_risk
INV002407,47.833333333333336,167.0,1
INV002417,83.33333333333333,190.0,1
INV002437,49.166666666666664,212.0,1
INV002453,63.0,87.0,1
INV002466,80.66666666666667,270.0,1
INV002510,64.33333333333333,176.0,1
INV002527,49.666666666666664,93.0,1
INV002531,76.33333333333333,182.0,1
INV002543,74.66666666666667,116.0,1
INV002554,49.666666666666664,100.0,1
INV002555,72.0,172.0,1
INV002557,67.16666666666667,264.0,1
INV002570,62.0,150.0,1
INV002622,76.66666666666667,244.0,1
INV002640,70.0,153.0,1
INV002645,45.166666666666664,133.0,1
INV002659,62.333333333333336,224.0,1
INV002666,53.166666666666664,100.0,1
INV002671,77.16666666666667,163.0,1
INV002681,83.66666666666667,161.0,1
INV002693,45.833333333333336,72.0,1
INV002697,55.333333333333336,199.0,1
INV002700,79.83333333333333,140.0,1
INV002735,68.16666666666667,136.0,1
INV002751,41.5,102.0,1
INV002767,55.333333333333336,145.0,1
INV002769,82.0,141.0,1
INV002772,74.5,168.0,1
INV002783,64.0,126.0,1
INV002786,76.33333333333333,124.0,1
INV002793,59.333333333333336,125.0,1
INV002794,56.166666666666664,111.0,1
INV002800,63.5,108.0,1
INV002803,64.83333333333333,176.0,1
INV002808,59.666666666666664,120.0,1
INV002813,49.0,149.0,1
INV002822,53.0,108.0,1
INV002824,71.83333333333333,223.0,1
INV002835,82.33333333333333,233.0,1
INV002850,53.166666666666664,166.0,1
INV002859,76.5,198.0,1
INV002879,72.16666666666667,125.0,1
INV002886,44.333333333333336,137.0,1
INV002904,49.333333333333336,104.0,1
INV002909,82.33333333333333,263.0,1
INV002913,73.66666666666667,168.0,1
INV002921,53.333333333333336,121.0,1
INV002935,48.0,72.0,1
INV002937,67.16666666666667,184.0,1
INV002939,60.5,127.0,1
INV002947,64.16666666666667,152.0,1
INV002951,51.833333333333336,82.0,1
INV002961,84.66666666666667,231.0,1
INV002974,51.333333333333336,105.0,1
INV002994,58.166666666666664,142.0,1
INV003000,67.0,137.0,1
INV003011,64.16666666666667,154.0,1
INV003015,54.666666666666664,91.0,1
INV003037,79.5,300.0,1
INV003043,73.83333333333333,131.0,1
INV003044,71.16666666666667,237.0,1
INV003054,78.66666666666667,209.0,1
INV003060,79.0,135.0,1
INV003063,57.833333333333336,112.0,1
INV003078,69.16666666666667,126.0,1
INV003105,65.5,140.0,1
INV003134,76.83333333333333,172.0,1
INV003139,55.166666666666664,133.0,1
INV003141,67.5,225.0,1
INV003144,82.5,243.0,1
INV003153,40.666666666666664,156.0,1
INV003196,80.33333333333333,319.0,1
INV003205,67.66666666666667,111.0,1
INV003211,69.0,104.0,1
INV003215,60.833333333333336,105.0,1
INV003221,61.166666666666664,99.0,1
INV003222,81.5,190.0,1
INV003228,70.16666666666667,256.0,1
INV003230,67.5,251.0,1
INV003231,83.0,253.0,1
INV003242,61.0,159.0,1
INV003256,51.0,90.0,1
INV003271,61.166666666666664,157.0,1
INV003289,64.83333333333333,183.0,1
INV003314,73.5,210.0,1
INV003336,72.33333333333333,133.0,1
INV003370,63.333333333333336,206.0,1
INV003374,56.5,128.0,1
INV003379,75.16666666666667,268.0,1
INV003422,84.66666666666667,167.0,1
INV003424,73.16666666666667,124.0,1
INV003432,61.333333333333336,97.0,1
INV003435,73.83333333333333,140.0,1
INV003448,74.5,200.0,1
INV003455,35.5,76.0,1
INV003457,60.5,117.0,1
INV003506,67.0,132.0,1
INV003524,64.16666666666667,203.0,1
INV003558,39.166666666666664,66.0,1
INV003562,80.5,165.0,1
INV003580,72.16666666666667,227.0,1
INV003582,49.333333333333336,167.0,1
INV003611,68.83333333333333,228.0,1
INV003627,59.166666666666664,152.0,1
INV003630,52.0,96.0,1
INV003642,53.166666666666664,217.0,1
INV003654,60.5,124.0,1
INV003669,53.5,98.0,1
INV003693,71.33333333333333,234.0,1
INV003695,51.666666666666664,157.0,1
INV003697,76.66666666666667,163.0,1
INV003702,72.66666666666667,118.0,1
INV003708,60.5,104.0,1
INV003713,81.5,161.0,1
INV003722,50.666666666666664,135.0,1
INV003724,68.0,169.0,1
INV003736,77.16666666666667,120.0,1
INV003740,51.833333333333336,172.0,1
INV003741,67.66666666666667,159.0,1
INV003757,81.83333333333333,156.0,1
INV003781,64.83333333333333,199.0,1
INV003793,72.33333333333333,203.0,1
INV003795,67.66666666666667,122.0,1
INV003811,78.66666666666667,141.0,1
INV003812,50.833333333333336,174.0,1
INV003815,72.5,217.0,1
INV003824,71.5,196.0,1
INV003828,30.666666666666668,109.0,1
INV003844,68.5,197.0,1
INV003851,57.833333333333336,121.0,1
INV003862,60.166666666666664,184.0,1
INV003865,85.16666666666667,235.0,1
INV003905,62.5,103.0,1
INV003938,52.5,110.0,1
INV003940,70.66666666666667,151.0,1
INV003945,56.333333333333336,175.0,1
INV003946,69.16666666666667,147.0,1
INV003948,43.666666666666664,101.0,1
INV003952,54.666666666666664,95.0,1
INV003981,67.66666666666667,237.0,1
INV004005,73.66666666666667,314.0,1
INV004007,38.833333333333336,102.0,1
INV004017,40.5,85.0,1
INV004038,71.66666666666667,207.0,1
INV004066,75.16666666666667,319.0,1
INV004070,67.66666666666667,170.0,1
INV004079,71.33333333333333,164.0,1
INV004085,68.33333333333333,260.0,1
INV004191,77.16666666666667,310.0,1
INV004196,78.33333333333333,219.0,1
INV004212,69.33333333333333,169.0,1
INV004216,82.0,195.0,1
INV004228,72.33333333333333,112.0,1
INV004246,34.166666666666664,64.0,1
INV004248,42.666666666666664,93.0,1
INV004258,49.666666666666664,105.0,1
INV004266,61.833333333333336,101.0,1
INV004267,53.333333333333336,109.0,1
INV004270,69.66666666666667,204.0,1
INV004285,76.16666666666667,169.0,1
INV004288,72.83333333333333,223.0,1
INV004306,57.0,118.0,1
INV004308,84.66666666666667,244.0,1
INV004324,77.66666666666667,173.0,1
INV004349,72.5,159.0,1
INV004412,82.33333333333333,173.0,1
INV004447,49.833333333333336,129.0,1
INV004452,81.0,180.0,1
INV004459,53.833333333333336,141.0,1
INV004464,62.5,142.0,1
INV004468,76.83333333333333,154.0,1
INV004472,50.666666666666664,156.0,1
INV004473,73.33333333333333,152.0,1
INV004475,67.83333333333333,87.0,1
INV004502,74.5,165.0,1
INV004521,54.5,76.0,1
INV004528,54.0,149.0,1
INV004533,55.0,118.0,1
INV004542,34.0,59.0,1
INV004547,67.5,165.0,1
INV004563,64.83333333333333,211.0,1
INV004611,51.166666666666664,217.0,1
INV004633,78.16666666666667,189.0,1
INV004635,58.666666666666664,142.0,1
INV004638,54.333333333333336,110.0,1
INV004640,68.33333333333333,202.0,1
INV004646,64.5,158.0,1
INV004647,70.66666666666667,138.0,1
INV004672,72.0,127.0,1
INV004680,47.166666666666664,155.0,1
INV004701,20.0,82.0,1
INV004715,56.833333333333336,169.0,1
INV004716,74.0,197.0,1
INV004741,72.33333333333333,157.0,1
INV004755,61.166666666666664,181.0,1
INV004763,83.5,184.0,1
INV004780,69.5,154.0,1
INV004785,66.16666666666667,248.0,1
INV004787,72.33333333333333,140.0,1
INV004798,53.666666666666664,106.0,1
INV004805,44.666666666666664,92.0,1
INV004819,62.0,120.0,1
INV004825,70.0,141.0,1
INV004840,41.0,103.0,1
INV004844,66.66666666666667,118.0,1
INV004847,73.5,281.0,1
INV004863,68.0,220.0,1
INV004865,76.33333333333333,143.0,1
INV004877,80.5,276.0,1
INV004889,70.66666666666667,159.0,1
INV004911,63.666666666666664,97.0,1
INV004916,75.5,162.0,1
INV004917,51.0,77.0,1
INV004925,70.83333333333333,105.0,1
INV004927,34.166666666666664,63.0,1
INV004953,67.16666666666667,138.0,1
INV004958,73.16666666666667,135.0,1
INV004978,63.833333333333336,157.0,1
INV004983,57.666666666666664,128.0,1
INV004984,75.33333333333333,177.0,1
INV004986,81.33333333333333,185.0,1
INV004992,81.5,176.0,1
INV004997,71.0,248.0,1
INV000004,85.4,265.0,1
INV000008,70.4,165.0,1
INV000010,64.8,139.0,1
INV000028,93.6,238.0,1
INV000039,68.6,129.0,1
INV000045,70.6,109.0,1
INV000052,36.2,120.0,1
INV000056,74.8,161.0,1
INV000072,83.0,247.0,1
INV000075,74.8,102.0,1
INV000076,91.8,203.0,1
INV000079,65.8,90.0,1
INV000087,92.8,202.0,1
INV000094,44.8,95.0,1
INV000095,69.4,155.0,1
INV000103,83.4,232.0,1
INV000128,82.0,181.0,1
INV000132,71.0,139.0,1
INV000133,88.2,265.0,1
INV000138,76.2,220.0,1
INV000145,89.4,282.0,1
INV000146,66.8,171.0,1
INV000164,61.8,208.0,1
INV000180,61.8,229.0,1
INV000195,77.4,114.0,1
INV000214,94.8,306.0,1
INV000217,92.0,183.0,1
INV000238,93.6,287.0,1
INV000243,88.2,137.0,1
INV000245,92.2,164.0,1
INV000252,50.4,96.0,1
INV000255,48.6,103.0,1
INV000256,70.2,155.0,1
INV000259,70.6,165.0,1
INV000283,68.0,195.0,1
INV000291,89.0,196.0,1
INV000297,90.6,163.0,1
INV000299,85.2,240.0,1
INV000318,97.4,175.0,1
INV000335,96.0,279.0,1
INV000339,94.0,195.0,1
INV000356,54.4,157.0,1
INV000369,43.8,112.0,1
INV000380,97.0,272.0,1
INV000396,83.2,153.0,1
INV000400,62.6,101.0,1
INV000403,58.2,90.0,1
INV000407,82.4,157.0,1
INV000408,46.8,125.0,1
INV000418,86.8,238.0,1
INV000429,77.2,187.0,1
INV000437,97.8,295.0,1
INV000441,60.8,151.0,1
INV000444,73.2,129.0,1
INV000446,38.6,101.0,1
INV000449,46.8,70.0,1
INV000457,91.4,256.0,1
INV000460,43.4,107.0,1
INV000491,95.0,202.0,1
INV000522,100.8,309.0,1
INV000527,50.8,116.0,1
INV000529,59.2,110.0,1
INV000545,80.6,181.0,1
INV000547,55.8,140.0,1
INV000549,96.2,146.0,1
INV000553,72.0,172.0,1
INV000554,70.2,171.0,1
INV000562,74.4,197.0,1
INV000567,63.8,166.0,1
INV000568,62.4,180.0,1
INV000575,71.6,155.0,1
INV000593,74.2,179.0,1
INV000597,88.6,198.0,1
INV000608,100.2,324.0,1
INV000609,47.0,87.0,1
INV000625,86.4,134.0,1
INV000631,54.0,145.0,1
INV000635,75.0,240.0,1
INV000641,54.8,126.0,1
INV000645,66.0,127.0,1
INV000651,94.0,304.0,1
INV000652,93.8,262.0,1
INV000663,94.4,247.0,1
INV000667,68.0,134.0,1
INV000673,92.8,235.0,1
INV000675,62.8,155.0,1
INV000691,66.4,163.0,1
INV000699,42.8,147.0,1
INV000710,88.6,264.0,1
INV000724,81.2,227.0,1
INV000737,92.6,168.0,1
INV000747,84.6,205.0,1
INV000772,46.0,81.0,1
INV000777,66.0,121.0,1
INV000779,75.0,153.0,1
INV000783,89.8,187.0,1
INV000785,32.6,66.0,1
INV000814,94.0,195.0,1
INV000830,72.2,165.0,1
INV000836,84.8,123.0,1
INV000843,55.6,102.0,1
INV000847,47.8,75.0,1
INV000862,91.2,372.0,1
INV000864,40.8,106.0,1
INV000869,65.4,100.0,1
INV000877,59.4,159.0,1
INV000894,55.0,105.0,1
INV000901,54.0,95.0,1
INV000907,59.2,139.0,1
INV000920,75.6,220.0,1
INV000926,80.0,111.0,1
INV000950,91.0,215.0,1
INV000979,79.8,115.0,1
INV000981,50.4,104.0,1
INV000994,63.8,167.0,1
INV001005,93.6,206.0,1
INV001013,96.8,164.0,1
INV001017,67.0,142.0,1
INV001025,38.8,76.0,1
INV001026,69.4,132.0,1
INV001039,66.2,187.0,1
INV001055,93.2,177.0,1
INV001070,97.0,329.0,1
INV001115,81.4,290.0,1
INV001140,60.4,125.0,1
INV001141,97.6,132.0,1
INV001156,102.4,175.0,1
INV001161,80.6,159.0,1
INV001167,96.2,207.0,1
INV001170,68.2,119.0,1
INV001173,67.0,146.0,1
INV001180,74.4,198.0,1
INV001190,97.0,198.0,1
INV001196,92.2,169.0,1
INV001206,83.6,190.0,1
INV001237,98.0,182.0,1
INV001242,69.8,128.0,1
INV001251,82.0,223.0,1
INV001282,67.0,196.0,1
INV001287,92.2,157.0,1
INV001291,76.2,181.0,1
INV001304,97.6,177.0,1
INV001310,81.2,232.0,1
INV001316,92.4,198.0,1
INV001317,84.8,162.0,1
INV001329,68.2,97.0,1
INV001331,94.2,202.0,1
INV001355,60.2,187.0,1
INV001356,79.2,191.0,1
INV001367,99.0,222.0,1
INV001400,76.8,266.0,1
INV001401,68.6,197.0,1
INV001407,45.2,141.0,1
INV001418,88.6,187.0,1
INV001419,85.8,137.0,1
INV001428,79.4,174.0,1
INV001432,71.4,175.0,1
INV001434,80.6,178.0,1
INV001457,43.8,63.0,1
INV001466,44.6,82.0,1
INV001472,79.0,141.0,1
INV001482,80.6,280.0,1
INV001491,98.8,260.0,1
INV001507,86.2,167.0,1
INV001516,56.8,85.0,1
INV001526,50.4,134.0,1
INV001545,92.8,208.0,1
INV001548,80.6,197.0,1
INV001551,61.8,131.0,1
INV001569,83.4,314.0,1
INV001585,56.6,182.0,1
INV001599,58.2,133.0,1
INV001602,93.8,294.0,1
INV001623,92.0,188.0,1
INV001625,72.0,209.0,1
INV001631,57.0,101.0,1
INV001641,88.4,168.0,1
INV001644,65.6,89.0,1
INV001645,67.6,202.0,1
INV001653,55.2,94.0,1
INV001662,60.2,147.0,1
INV001689,83.6,153.0,1
INV001691,82.0,254.0,1
INV001699,83.2,183.0,1
INV001709,51.8,84.0,1
INV001712,66.6,144.0,1
INV001718,84.0,237.0,1
INV001741,89.4,260.0,1
INV001769,98.0,166.0,1
INV001772,95.0,184.0,1
INV001803,59.0,127.0,1
INV001809,95.6,249.0,1
INV001822,19.8,43.0,1
INV001826,51.2,128.0,1
INV001831,72.8,181.0,1
INV001841,56.2,129.0,1
INV001866,58.8,117.0,1
INV001883,99.2,203.0,1
INV001885,71.2,128.0,1
INV001890,102.6,207.0,1
INV001891,96.4,261.0,1
INV001912,86.4,256.0,1
INV001927,58.8,91.0,1
INV001929,66.2,242.0,1
INV001943,74.4,171.0,1
INV001954,86.8,273.0,1
INV001955,76.0,199.0,1
INV001961,83.4,234.0,1
INV001969,79.2,163.0,1
INV001978,83.2,112.0,1
INV001979,55.4,100.0,1
INV001982,85.8,289.0,1
INV001993,56.6,147.0,1
INV001995,48.6,94.0,1
INV001997,88.6,168.0,1
INV002001,84.8,335.0,1
INV002006,73.6,157.0,1
INV002010,74.6,103.0,1
INV002018,63.6,106.0,1
INV002019,68.8,117.0,1
INV002037,33.2,61.0,1
INV002038,84.0,202.0,1
INV002051,78.6,159.0,1
INV002085,65.0,220.0,1
INV002090,90.2,231.0,1
INV002101,80.2,248.0,1
INV002102,44.8,63.0,1
INV002119,78.0,195.0,1
INV002127,60.2,113.0,1
INV002138,91.8,189.0,1
INV002150,73.6,216.0,1
INV002154,89.4,175.0,1
INV002155,78.0,190.0,1
INV002159,65.0,104.0,1
INV002166,99.2,248.0,1
INV002185,48.4,92.0,1
INV002218,67.8,181.0,1
INV002228,68.6,109.0,1
INV002229,64.6,101.0,1
INV002251,62.6,157.0,1
INV002256,75.6,115.0,1
INV002260,77.8,235.0,1
INV002282,53.2,102.0,1
INV002284,85.0,277.0,1
INV002290,61.6,112.0,1
INV002298,23.2,37.0,1
INV002322,63.4,102.0,1
INV002327,76.4,215.0,1
INV002342,74.2,212.0,1
INV002348,94.4,166.0,1
INV002349,52.2,75.0,1
INV002351,77.2,204.0,1
INV002361,55.4,198.0,1
INV002369,60.0,136.0,1
INV002372,95.2,133.0,1
INV002374,21.2,34.0,0
INV002388,33.2,84.0,1
INV002390,47.0,100.0,1
INV002391,40.2,124.0,1
INV002395,97.0,225.0,1
INV002418,91.6,128.0,1
INV002420,72.8,107.0,1
INV002429,78.6,216.0,1
INV002434,88.2,217.0,1
INV002458,72.4,232.0,1
INV002463,95.4,236.0,1
INV002464,35.4,97.0,1
INV002471,56.4,98.0,1
INV002476,86.0,235.0,1
INV002485,70.4,136.0,1
INV002495,82.2,174.0,1
INV002496,53.0,156.0,1
INV002521,74.6,206.0,1
INV002547,89.0,181.0,1
INV002558,97.6,297.0,1
INV002560,95.2,155.0,1
INV002563,65.8,114.0,1
INV002567,82.0,127.0,1
INV002574,79.4,139.0,1
INV002579,40.8,71.0,1
INV002582,77.4,173.0,1
INV002585,65.0,124.0,1
INV002586,87.2,168.0,1
INV002591,52.2,139.0,1
INV002594,94.0,244.0,1
INV002606,89.6,248.0,1
INV002627,85.0,182.0,1
INV002628,77.0,322.0,1
INV002643,74.2,229.0,1
INV002674,75.8,153.0,1
INV002684,80.6,266.0,1
INV002706,73.6,133.0,1
INV002722,61.4,178.0,1
INV002724,76.6,187.0,1
INV002736,70.6,323.0,1
INV002743,88.2,190.0,1
INV002750,72.4,254.0,1
INV002758,81.0,263.0,1
INV002761,80.6,312.0,1
INV002766,70.6,151.0,1
INV002779,64.2,151.0,1
INV002799,70.8,129.0,1
INV002809,81.4,276.0,1
INV002826,61.6,91.0,1
INV002827,73.6,200.0,1
INV002828,80.0,211.0,1
INV002831,40.2,72.0,1
INV002841,43.4,102.0,1
INV002852,75.8,207.0,1
INV002863,74.4,199.0,1
INV002865,37.2,50.0,1
INV002870,48.2,109.0,1
INV002872,85.6,199.0,1
INV002873,98.2,235.0,1
INV002881,43.6,110.0,1
INV002883,96.0,176.0,1
INV002900,64.2,136.0,1
INV002903,89.6,176.0,1
INV002905,73.0,221.0,1
INV002906,41.2,74.0,1
INV002912,97.0,342.0,1
INV002984,91.0,200.0,1
INV002989,86.6,182.0,1
INV003014,82.4,144.0,1
INV003018,49.2,156.0,1
INV003022,69.6,123.0,1
INV003024,44.2,122.0,1
INV003028,91.4,183.0,1
INV003034,73.4,118.0,1
INV003040,74.0,194.0,1
INV003045,36.2,71.0,1
INV003074,74.8,123.0,1
INV003083,66.4,169.0,1
INV003089,65.0,107.0,1
INV003095,86.6,175.0,1
INV003112,91.6,173.0,1
INV003115,48.0,125.0,1
INV003151,81.0,146.0,1
INV003161,77.4,118.0,1
INV003169,62.6,178.0,1
INV003178,56.4,84.0,1
INV003185,65.2,116.0,1
INV003191,76.8,138.0,1
INV003193,96.6,294.0,1
INV003210,72.2,112.0,1
INV003214,59.8,170.0,1
INV003219,57.2,86.0,1
INV003234,96.6,188.0,1
INV003247,84.6,206.0,1
INV003252,67.6,192.0,1
INV003257,61.8,139.0,1
INV003260,89.4,247.0,1
INV003262,85.2,162.0,1
INV003267,74.4,197.0,1
INV003300,64.8,219.0,1
INV003310,80.8,154.0,1
INV003325,101.0,155.0,1
INV003329,89.0,230.0,1
INV003344,86.6,190.0,1
INV003350,92.4,191.0,1
INV003351,54.0,86.0,1
INV003357,62.4,100.0,1
INV003372,59.4,118.0,1
INV003376,85.8,199.0,1
INV003380,72.4,155.0,1
INV003382,34.2,85.0,1
INV003391,56.6,193.0,1
INV003395,79.0,192.0,1
INV003403,56.6,116.0,1
INV003427,84.2,266.0,1
INV003430,73.4,104.0,1
INV003431,51.4,152.0,1
INV003437,91.2,226.0,1
INV003459,59.4,113.0,1
INV003473,95.8,213.0,1
INV003480,82.4,211.0,1
INV003484,73.8,333.0,1
INV003487,70.6,155.0,1
INV003492,90.8,162.0,1
INV003514,74.2,172.0,1
INV003518,67.8,157.0,1
INV003521,89.0,183.0,1
INV003526,88.2,224.0,1
INV003530,51.0,101.0,1
INV003531,76.4,185.0,1
INV003545,90.0,210.0,1
INV003556,77.6,129.0,1
INV003557,66.4,156.0,1
INV003592,75.6,202.0,1
INV003593,78.2,166.0,1
INV003599,50.0,100.0,1
INV003604,90.2,188.0,1
INV003607,70.4,253.0,1
INV003619,72.0,113.0,1
INV003625,62.4,168.0,1
INV003633,78.8,119.0,1
INV003634,47.8,83.0,1
INV003645,95.2,257.0,1
INV003649,96.8,195.0,1
INV003660,79.0,164.0,1
INV003672,77.2,180.0,1
INV003678,32.8,45.0,1
INV003683,92.4,165.0,1
INV003684,98.2,229.0,1
INV003685,80.2,132.0,1
INV003686,96.6,328.0,1
INV003696,75.8,190.0,1
INV003705,78.8,152.0,1
INV003707,68.6,152.0,1
INV003709,80.2,181.0,1
INV003710,78.6,118.0,1
INV003711,72.2,145.0,1
INV003712,79.6,163.0,1
INV003718,91.4,284.0,1
INV003720,74.6,116.0,1
INV003723,61.8,124.0,1
INV003733,88.8,174.0,1
INV003738,50.6,117.0,1
INV003744,86.8,187.0,1
INV003745,70.2,183.0,1
INV003775,74.0,151.0,1
INV003779,76.4,160.0,1
INV003785,74.2,160.0,1
INV003813,82.2,122.0,1
INV003825,81.2,99.0,1
INV003830,71.4,115.0,1
INV003849,77.2,146.0,1
INV003860,46.0,72.0,1
INV003868,87.6,264.0,1
INV003876,77.6,160.0,1
INV003885,71.6,281.0,1
INV003896,82.0,255.0,1
INV003897,71.6,144.0,1
INV003912,68.6,195.0,1
INV003916,67.2,114.0,1
INV003936,89.6,227.0,1
INV003958,85.6,133.0,1
INV003968,92.4,209.0,1
INV003972,84.2,224.0,1
INV003985,93.0,191.0,1
INV003996,95.2,244.0,1
INV004015,88.0,190.0,1
INV004037,74.6,137.0,1
INV004049,48.2,83.0,1
INV004069,74.0,196.0,1
INV004091,73.6,240.0,1
INV004094,55.8,167.0,1
INV004098,58.2,87.0,1
INV004099,58.8,174.0,1
INV004106,55.8,151.0,1
INV004112,55.2,112.0,1
INV004118,64.6,161.0,1
INV004119,73.2,237.0,1
INV004123,85.0,138.0,1
INV004124,63.8,193.0,1
INV004127,87.6,190.0,1
INV004128,67.2,156.0,1
INV004134,35.4,54.0,1
INV004143,97.0,280.0,1
INV004145,66.2,144.0,1
INV004146,88.2,253.0,1
INV004147,72.2,136.0,1
INV004149,50.2,130.0,1
INV004174,86.6,195.0,1
INV004179,71.2,129.0,1
INV004181,93.4,245.0,1
INV004199,58.2,138.0,1
INV004208,73.4,156.0,1
INV004232,71.4,232.0,1
INV004247,87.2,274.0,1
INV004271,79.8,157.0,1
INV004293,81.8,142.0,1
INV004296,102.2,304.0,1
INV004314,83.0,195.0,1
INV004340,67.8,252.0,1
INV004343,63.0,190.0,1
INV004348,52.2,120.0,1
INV004356,30.8,81.0,1
INV004364,80.6,173.0,1
INV004367,81.6,194.0,1
INV004372,59.2,155.0,1
INV004391,57.0,96.0,1
INV004392,90.4,200.0,1
INV004403,73.6,150.0,1
INV004411,61.0,111.0,1
INV004421,90.8,221.0,1
INV004434,84.6,156.0,1
INV004446,65.8,170.0,1
INV004450,61.6,153.0,1
INV004451,84.0,137.0,1
INV004454,98.4,311.0,1
INV004455,50.0,105.0,1
INV004457,81.4,188.0,1
INV004463,94.8,211.0,1
INV004484,61.6,182.0,1
INV004511,37.2,89.0,1
INV004517,86.6,185.0,1
INV004523,87.2,127.0,1
INV004562,83.8,158.0,1
INV004576,63.0,132.0,1
INV004589,71.4,225.0,1
INV004598,84.2,195.0,1
INV004614,79.6,117.0,1
INV004625,96.4,246.0,1
INV004636,75.6,160.0,1
INV004641,67.8,105.0,1
INV004642,54.8,232.0,1
INV004643,50.6,101.0,1
INV004650,80.8,143.0,1
INV004665,83.4,137.0,1
INV004688,77.6,181.0,1
INV004692,83.6,190.0,1
INV004704,93.8,141.0,1
INV004738,93.2,148.0,1
INV004753,61.4,87.0,1
INV004761,71.4,139.0,1
INV004764,83.0,144.0,1
INV004804,79.2,137.0,1
INV004813,62.0,253.0,1
INV004833,65.4,171.0,1
INV004845,81.8,197.0,1
INV004860,78.4,189.0,1
INV004896,79.4,252.0,1
INV004901,54.6,96.0,1
INV004913,87.0,156.0,1
INV004947,45.0,75.0,1
INV004959,68.6,193.0,1
INV004967,63.2,112.0,1
